text,level,tag,url
 不同的二叉搜索树,1,"binary-search-tree, binary-tree, dynamic-programming, math, tree",https://leetcode.cn/problems/unique-binary-search-trees/description
 验证二叉搜索树,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/validate-binary-search-tree/description
 恢复二叉搜索树,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/recover-binary-search-tree/description
 有序链表转换二叉搜索树,1,"binary-search-tree, binary-tree, divide-and-conquer, linked-list, tree",https://leetcode.cn/problems/convert-sorted-list-to-binary-search-tree/description
 二叉搜索树迭代器,1,"binary-search-tree, binary-tree, design, iterator, stack, tree",https://leetcode.cn/problems/binary-search-tree-iterator/description
 二叉搜索树中第 K 小的元素,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/kth-smallest-element-in-a-bst/description
 二叉搜索树的最近公共祖先,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/lowest-common-ancestor-of-a-binary-search-tree/description
 最接近的二叉搜索树值,0,"binary-search-tree, binary-search, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/closest-binary-search-tree-value/description
 最接近的二叉搜索树值 II,2,"binary-search-tree, binary-tree, depth-first-search, heap-priority-queue, stack, tree, two-pointers",https://leetcode.cn/problems/closest-binary-search-tree-value-ii/description
 二叉搜索树中的中序后继,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/inorder-successor-in-bst/description
 最大二叉搜索子树,1,"binary-search-tree, binary-tree, depth-first-search, dynamic-programming, tree",https://leetcode.cn/problems/largest-bst-subtree/description
 将二叉搜索树转化为排序的双向链表,1,"binary-search-tree, binary-tree, depth-first-search, doubly-linked-list, linked-list, stack, tree",https://leetcode.cn/problems/convert-binary-search-tree-to-sorted-doubly-linked-list/description
 序列化和反序列化二叉搜索树,1,"binary-search-tree, binary-tree, breadth-first-search, depth-first-search, design, string, tree",https://leetcode.cn/problems/serialize-and-deserialize-bst/description
 删除二叉搜索树中的节点,1,"binary-search-tree, binary-tree, tree",https://leetcode.cn/problems/delete-node-in-a-bst/description
 二叉搜索树中的众数,0,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/find-mode-in-binary-search-tree/description
 二叉搜索树中的中序后继 II,1,"binary-search-tree, binary-tree, tree",https://leetcode.cn/problems/inorder-successor-in-bst-ii/description
 二叉搜索树的最小绝对差,0,"binary-search-tree, binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/minimum-absolute-difference-in-bst/description
 把二叉搜索树转换为累加树,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/convert-bst-to-greater-tree/description
 两数之和 IV - 输入二叉搜索树,0,"binary-search-tree, binary-tree, breadth-first-search, depth-first-search, hash-table, tree, two-pointers",https://leetcode.cn/problems/two-sum-iv-input-is-a-bst/description
 修剪二叉搜索树,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/trim-a-binary-search-tree/description
 二叉搜索树中的搜索,0,"binary-search-tree, binary-tree, tree",https://leetcode.cn/problems/search-in-a-binary-search-tree/description
 二叉搜索树中的插入操作,1,"binary-search-tree, binary-tree, tree",https://leetcode.cn/problems/insert-into-a-binary-search-tree/description
 数据流中的第 K 大元素,0,"binary-search-tree, binary-tree, data-stream, design, heap-priority-queue, tree",https://leetcode.cn/problems/kth-largest-element-in-a-stream/description
 拆分二叉搜索树,1,"binary-search-tree, binary-tree, recursion, tree",https://leetcode.cn/problems/split-bst/description
 二叉搜索树节点最小距离,0,"binary-search-tree, binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/minimum-distance-between-bst-nodes/description
 递增顺序搜索树,0,"binary-search-tree, binary-tree, depth-first-search, stack, tree",https://leetcode.cn/problems/increasing-order-search-tree/description
 二叉搜索树的范围和,0,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/range-sum-of-bst/description
 从二叉搜索树到更大和树,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/binary-search-tree-to-greater-sum-tree/description
 查找两棵二叉搜索树之和,1,"binary-search-tree, binary-search, binary-tree, depth-first-search, stack, tree, two-pointers",https://leetcode.cn/problems/two-sum-bsts/description
 两棵二叉搜索树中的所有元素,1,"binary-search-tree, binary-tree, depth-first-search, sorting, tree",https://leetcode.cn/problems/all-elements-in-two-binary-search-trees/description
 二叉搜索子树的最大键值和,2,"binary-search-tree, binary-tree, depth-first-search, dynamic-programming, tree",https://leetcode.cn/problems/maximum-sum-bst-in-binary-tree/description
 将二叉搜索树变平衡,1,"binary-search-tree, binary-tree, depth-first-search, divide-and-conquer, greedy, tree",https://leetcode.cn/problems/balance-a-binary-search-tree/description
 二叉搜索树迭代器 II,1,"binary-search-tree, binary-tree, design, iterator, stack, tree",https://leetcode.cn/problems/binary-search-tree-iterator-ii/description
LCR  递增顺序搜索树,0,"binary-search-tree, binary-tree, depth-first-search, stack, tree",https://leetcode.cn/problems/NYBBNL/description
LCR  二叉搜索树中的中序后继,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/P5rCT8/description
LCR  把二叉搜索树转换为累加树,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/w6cpku/description
LCR  二叉搜索树迭代器,1,"binary-search-tree, binary-tree, design, iterator, stack, tree",https://leetcode.cn/problems/kTOapQ/description
LCR  数据流中的第 K 大元素,0,"binary-search-tree, binary-tree, data-stream, design, heap-priority-queue, tree",https://leetcode.cn/problems/jBjn9C/description
LCR  将二叉搜索树转化为排序的双向链表,1,"binary-search-tree, binary-tree, depth-first-search, doubly-linked-list, linked-list, stack, tree",https://leetcode.cn/problems/er-cha-sou-suo-shu-yu-shuang-xiang-lian-biao-lcof/description
LCR  寻找二叉搜索树中的目标节点,0,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/er-cha-sou-suo-shu-de-di-kda-jie-dian-lcof/description
LCR  二叉搜索树的最近公共祖先,0,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/er-cha-sou-suo-shu-de-zui-jin-gong-gong-zu-xian-lcof/description
面试题  合法二叉搜索树,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/legal-binary-search-tree-lcci/description
面试题  后继者,1,"binary-search-tree, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/successor-lcci/description
面试题  BiNode,0,"binary-search-tree, binary-tree, depth-first-search, linked-list, stack, tree",https://leetcode.cn/problems/binode-lcci/description
 x 的平方根,0,"binary-search, math",https://leetcode.cn/problems/sqrtx/description
 完全二叉树的节点个数,0,"binary-search, binary-tree, bit-manipulation, tree",https://leetcode.cn/problems/count-complete-tree-nodes/description
 第一个错误的版本,0,"binary-search, interactive",https://leetcode.cn/problems/first-bad-version/description
 将数据流变为多个不相交区间,2,"binary-search, design, ordered-set",https://leetcode.cn/problems/data-stream-as-disjoint-intervals/description
 有效的完全平方数,0,"binary-search, math",https://leetcode.cn/problems/valid-perfect-square/description
 猜数字大小,0,"binary-search, interactive",https://leetcode.cn/problems/guess-number-higher-or-lower/description
 第 N 位数字,1,"binary-search, math",https://leetcode.cn/problems/nth-digit/description
 排列硬币,0,"binary-search, math",https://leetcode.cn/problems/arranging-coins/description
 最小好进制,2,"binary-search, math",https://leetcode.cn/problems/smallest-good-base/description
 平方数之和,1,"binary-search, math, two-pointers",https://leetcode.cn/problems/sum-of-square-numbers/description
 乘法表中第k小的数,2,"binary-search, math",https://leetcode.cn/problems/kth-smallest-number-in-multiplication-table/description
 我的日程安排表 III,2,"binary-search, design, ordered-set, prefix-sum, segment-tree",https://leetcode.cn/problems/my-calendar-iii/description
 到达终点数字,1,"binary-search, math",https://leetcode.cn/problems/reach-a-number/description
 阶乘函数后 K 个零,2,"binary-search, math",https://leetcode.cn/problems/preimage-size-of-factorial-zeroes-function/description
 第 N 个神奇数字,2,"binary-search, math",https://leetcode.cn/problems/nth-magical-number/description
 鸡蛋掉落,2,"binary-search, dynamic-programming, math",https://leetcode.cn/problems/super-egg-drop/description
 基于时间的键值存储,1,"binary-search, design, hash-table, string",https://leetcode.cn/problems/time-based-key-value-store/description
 最长重复子串,2,"binary-search, binary-search, dynamic-programming, hash-function, hash-function, rolling-hash, rolling-hash, sliding-window, string, string, suffix-array, suffix-array",https://leetcode.cn/problems/longest-duplicate-substring/description
 形成字符串的最短路径,1,"binary-search, greedy, string, two-pointers",https://leetcode.cn/problems/shortest-way-to-form-string/description
 丑数 III,1,"binary-search, combinatorics, math, number-theory",https://leetcode.cn/problems/ugly-number-iii/description
 尽可能使字符串相等,1,"binary-search, prefix-sum, sliding-window, string",https://leetcode.cn/problems/get-equal-substrings-within-budget/description
 找出给定方程的正整数解,1,"binary-search, interactive, math, two-pointers",https://leetcode.cn/problems/find-positive-integer-solution-for-a-given-equation/description
 推文计数,1,"binary-search, design, hash-table, ordered-set, sorting",https://leetcode.cn/problems/tweet-counts-per-frequency/description
 树节点的第 K 个祖先,2,"binary-search, breadth-first-search, depth-first-search, design, dynamic-programming, tree",https://leetcode.cn/problems/kth-ancestor-of-a-tree-node/description
 放置盒子,2,"binary-search, greedy, math",https://leetcode.cn/problems/building-boxes/description
 有界数组中指定下标处的最大值,1,"binary-search, greedy",https://leetcode.cn/problems/maximum-value-at-a-given-index-in-a-bounded-array/description
 合并多棵二叉搜索树,2,"binary-search, binary-tree, depth-first-search, hash-table, tree",https://leetcode.cn/problems/merge-bsts-to-create-single-bst/description
 收集足够苹果的最小花园周长,1,"binary-search, math",https://leetcode.cn/problems/minimum-garden-perimeter-to-collect-enough-apples/description
 考试的最大困扰度,1,"binary-search, prefix-sum, sliding-window, string",https://leetcode.cn/problems/maximize-the-confusion-of-an-exam/description
 构造字符串的总得分和,2,"binary-search, hash-function, rolling-hash, string-matching, string, suffix-array",https://leetcode.cn/problems/sum-of-scores-of-built-strings/description
 根据限制分割消息,2,"binary-search, string",https://leetcode.cn/problems/split-message-based-on-limit/description
 最小化两个数组中的最大值,1,"binary-search, math, number-theory",https://leetcode.cn/problems/minimize-the-maximum-of-two-arrays/description
 最少得分子序列,2,"binary-search, string, two-pointers",https://leetcode.cn/problems/subsequence-with-the-minimum-score/description
 找出出现至少三次的最长特殊子字符串 I,1,"binary-search, counting, hash-table, sliding-window, string",https://leetcode.cn/problems/find-longest-special-substring-that-occurs-thrice-i/description
 找出出现至少三次的最长特殊子字符串 II,1,"binary-search, counting, hash-table, sliding-window, string",https://leetcode.cn/problems/find-longest-special-substring-that-occurs-thrice-ii/description
 找出数组中的美丽下标 I,1,"binary-search, hash-function, rolling-hash, string-matching, string, two-pointers",https://leetcode.cn/problems/find-beautiful-indices-in-the-given-array-i/description
 价值和小于等于 K 的最大数字,1,"binary-search, bit-manipulation, dynamic-programming",https://leetcode.cn/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/description
 找出数组中的美丽下标 II,2,"binary-search, hash-function, rolling-hash, string-matching, string, two-pointers",https://leetcode.cn/problems/find-beautiful-indices-in-the-given-array-ii/description
 查找最长的自包含子串,2,"binary-search, hash-table, prefix-sum, string",https://leetcode.cn/problems/find-longest-self-contained-substring/description
 通过添加或删除结尾字符来同化字符串,1,"binary-search, dynamic-programming, hash-function, sliding-window, string",https://leetcode.cn/problems/equalize-strings-by-adding-or-removing-characters-at-ends/description
 最大尺寸数组,1,"binary-search, bit-manipulation",https://leetcode.cn/problems/maximum-sized-array/description
LCR  我的日程安排表 I,1,"binary-search, design, ordered-set, segment-tree",https://leetcode.cn/problems/fi9suh/description
LCR  x 的平方根,0,"binary-search, math",https://leetcode.cn/problems/jJ0w9p/description
LCR  找到第 k 位数字,1,"binary-search, math",https://leetcode.cn/problems/shu-zi-xu-lie-zhong-mou-yi-wei-de-shu-zi-lcof/description
 二叉树的中序遍历,0,"binary-tree, depth-first-search, stack, tree",https://leetcode.cn/problems/binary-tree-inorder-traversal/description
 相同的树,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/same-tree/description
 对称二叉树,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/symmetric-tree/description
 二叉树的层序遍历,1,"binary-tree, breadth-first-search, tree",https://leetcode.cn/problems/binary-tree-level-order-traversal/description
 二叉树的锯齿形层序遍历,1,"binary-tree, breadth-first-search, tree",https://leetcode.cn/problems/binary-tree-zigzag-level-order-traversal/description
 二叉树的最大深度,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/maximum-depth-of-binary-tree/description
 二叉树的层序遍历 II,1,"binary-tree, breadth-first-search, tree",https://leetcode.cn/problems/binary-tree-level-order-traversal-ii/description
 平衡二叉树,0,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/balanced-binary-tree/description
 二叉树的最小深度,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/minimum-depth-of-binary-tree/description
 路径总和,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/path-sum/description
 二叉树展开为链表,1,"binary-tree, depth-first-search, linked-list, stack, tree",https://leetcode.cn/problems/flatten-binary-tree-to-linked-list/description
 填充每个节点的下一个右侧节点指针,1,"binary-tree, breadth-first-search, depth-first-search, linked-list, tree",https://leetcode.cn/problems/populating-next-right-pointers-in-each-node/description
 填充每个节点的下一个右侧节点指针 II,1,"binary-tree, breadth-first-search, depth-first-search, linked-list, tree",https://leetcode.cn/problems/populating-next-right-pointers-in-each-node-ii/description
 二叉树中的最大路径和,2,"binary-tree, depth-first-search, dynamic-programming, tree",https://leetcode.cn/problems/binary-tree-maximum-path-sum/description
 求根节点到叶节点数字之和,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/sum-root-to-leaf-numbers/description
 二叉树的前序遍历,0,"binary-tree, depth-first-search, stack, tree",https://leetcode.cn/problems/binary-tree-preorder-traversal/description
 二叉树的后序遍历,0,"binary-tree, depth-first-search, stack, tree",https://leetcode.cn/problems/binary-tree-postorder-traversal/description
 上下翻转二叉树,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/binary-tree-upside-down/description
 二叉树的右视图,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/binary-tree-right-side-view/description
 翻转二叉树,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/invert-binary-tree/description
 二叉树的最近公共祖先,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/lowest-common-ancestor-of-a-binary-tree/description
 统计同值子树,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/count-univalue-subtrees/description
 二叉树的序列化与反序列化,2,"binary-tree, breadth-first-search, depth-first-search, design, string, tree",https://leetcode.cn/problems/serialize-and-deserialize-binary-tree/description
 二叉树最长连续序列,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/binary-tree-longest-consecutive-sequence/description
 二叉树的垂直遍历,1,"binary-tree, breadth-first-search, depth-first-search, hash-table, sorting, tree",https://leetcode.cn/problems/binary-tree-vertical-order-traversal/description
 验证二叉树的前序序列化,1,"binary-tree, stack, string, tree",https://leetcode.cn/problems/verify-preorder-serialization-of-a-binary-tree/description
 打家劫舍 III,1,"binary-tree, depth-first-search, dynamic-programming, tree",https://leetcode.cn/problems/house-robber-iii/description
 寻找二叉树的叶子节点,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/find-leaves-of-binary-tree/description
 左叶子之和,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/sum-of-left-leaves/description
 将 N 叉树编码为二叉树,2,"binary-tree, breadth-first-search, depth-first-search, design, tree",https://leetcode.cn/problems/encode-n-ary-tree-to-binary-tree/description
 路径总和 III,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/path-sum-iii/description
 出现次数最多的子树元素和,1,"binary-tree, depth-first-search, hash-table, tree",https://leetcode.cn/problems/most-frequent-subtree-sum/description
 找树左下角的值,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/find-bottom-left-tree-value/description
 在每个树行中找最大值,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/find-largest-value-in-each-tree-row/description
 从字符串生成二叉树,1,"binary-tree, depth-first-search, stack, string, tree",https://leetcode.cn/problems/construct-binary-tree-from-string/description
 二叉树的直径,0,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/diameter-of-binary-tree/description
 二叉树的边界,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/boundary-of-binary-tree/description
 二叉树最长连续序列 II,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/binary-tree-longest-consecutive-sequence-ii/description
 二叉树的坡度,0,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/binary-tree-tilt/description
 另一棵树的子树,0,"binary-tree, depth-first-search, hash-function, string-matching, tree",https://leetcode.cn/problems/subtree-of-another-tree/description
 根据二叉树创建字符串,1,"binary-tree, depth-first-search, string, tree",https://leetcode.cn/problems/construct-string-from-binary-tree/description
 合并二叉树,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/merge-two-binary-trees/description
 在二叉树中增加一行,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/add-one-row-to-tree/description
 二叉树的层平均值,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/average-of-levels-in-binary-tree/description
 寻找重复的子树,1,"binary-tree, depth-first-search, hash-table, tree",https://leetcode.cn/problems/find-duplicate-subtrees/description
 输出二叉树,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/print-binary-tree/description
 二叉树最大宽度,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/maximum-width-of-binary-tree/description
 均匀树划分,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/equal-tree-partition/description
 二叉树中第二小的节点,0,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/second-minimum-node-in-a-binary-tree/description
 最长同值路径,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/longest-univalue-path/description
 二叉树最近的叶节点,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/closest-leaf-in-a-binary-tree/description
 二叉树剪枝,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/binary-tree-pruning/description
 二叉树中所有距离为 K 的结点,1,"binary-tree, breadth-first-search, depth-first-search, hash-table, tree",https://leetcode.cn/problems/all-nodes-distance-k-in-binary-tree/description
 具有所有最深节点的最小子树,1,"binary-tree, breadth-first-search, depth-first-search, hash-table, tree",https://leetcode.cn/problems/smallest-subtree-with-all-the-deepest-nodes/description
 叶子相似的树,0,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/leaf-similar-trees/description
 所有可能的真二叉树,1,"binary-tree, dynamic-programming, memoization, recursion, tree",https://leetcode.cn/problems/all-possible-full-binary-trees/description
 完全二叉树插入器,1,"binary-tree, breadth-first-search, design, tree",https://leetcode.cn/problems/complete-binary-tree-inserter/description
 翻转等价二叉树,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/flip-equivalent-binary-trees/description
 二叉树的完全性检验,1,"binary-tree, breadth-first-search, tree",https://leetcode.cn/problems/check-completeness-of-a-binary-tree/description
 单值二叉树,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/univalued-binary-tree/description
 监控二叉树,2,"binary-tree, depth-first-search, dynamic-programming, tree",https://leetcode.cn/problems/binary-tree-cameras/description
 翻转二叉树以匹配先序遍历,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/flip-binary-tree-to-match-preorder-traversal/description
 在二叉树中分配硬币,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/distribute-coins-in-binary-tree/description
 二叉树的垂序遍历,2,"binary-tree, breadth-first-search, depth-first-search, hash-table, sorting, tree",https://leetcode.cn/problems/vertical-order-traversal-of-a-binary-tree/description
 二叉树的堂兄弟节点,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/cousins-in-binary-tree/description
 最大二叉树 II,1,"binary-tree, tree",https://leetcode.cn/problems/maximum-binary-tree-ii/description
 从根到叶的二进制数之和,0,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/sum-of-root-to-leaf-binary-numbers/description
 节点与其祖先之间的最大差值,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/maximum-difference-between-node-and-ancestor/description
 从先序遍历还原二叉树,2,"binary-tree, depth-first-search, string, tree",https://leetcode.cn/problems/recover-a-tree-from-preorder-traversal/description
 根到叶路径上的不足节点,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/insufficient-nodes-in-root-to-leaf-paths/description
 二叉树寻路,1,"binary-tree, math, tree",https://leetcode.cn/problems/path-in-zigzag-labelled-binary-tree/description
 子树的最大平均值,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/maximum-average-subtree/description
 最深叶节点的最近公共祖先,1,"binary-tree, breadth-first-search, depth-first-search, hash-table, tree",https://leetcode.cn/problems/lowest-common-ancestor-of-deepest-leaves/description
 二叉树着色游戏,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/binary-tree-coloring-game/description
 最大层内元素和,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/maximum-level-sum-of-a-binary-tree/description
 在受污染的二叉树中查找元素,1,"binary-tree, breadth-first-search, depth-first-search, design, hash-table, tree",https://leetcode.cn/problems/find-elements-in-a-contaminated-binary-tree/description
 层数最深叶子节点的和,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/deepest-leaves-sum/description
 祖父节点值为偶数的节点和,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/sum-of-nodes-with-even-valued-grandparent/description
 删除给定值的叶子节点,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/delete-leaves-with-a-given-value/description
 分裂二叉树的最大乘积,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/maximum-product-of-splitted-binary-tree/description
 验证二叉树,1,"binary-tree, breadth-first-search, depth-first-search, graph, tree, union-find",https://leetcode.cn/problems/validate-binary-tree-nodes/description
 二叉树中的链表,1,"binary-tree, depth-first-search, linked-list, tree",https://leetcode.cn/problems/linked-list-in-binary-tree/description
 二叉树中的最长交错路径,1,"binary-tree, depth-first-search, dynamic-programming, tree",https://leetcode.cn/problems/longest-zigzag-path-in-a-binary-tree/description
 找出克隆二叉树中的相同节点,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree/description
 判断给定的序列是否是二叉树从根到叶的路径,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree/description
 统计二叉树中好节点的数目,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/count-good-nodes-in-binary-tree/description
 二叉树中的伪回文路径,1,"binary-tree, bit-manipulation, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/pseudo-palindromic-paths-in-a-binary-tree/description
 寻找所有的独生节点,0,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/find-all-the-lonely-nodes/description
 克隆含随机指针的二叉树,1,"binary-tree, breadth-first-search, depth-first-search, hash-table, tree",https://leetcode.cn/problems/clone-binary-tree-with-random-pointer/description
 好叶子节点对的数量,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/number-of-good-leaf-nodes-pairs/description
 根据中缀表达式构造二叉表达式树,2,"binary-tree, stack, string, tree",https://leetcode.cn/problems/build-binary-expression-tree-from-infix-expression/description
 找到二叉树中最近的右侧节点,1,"binary-tree, breadth-first-search, tree",https://leetcode.cn/problems/find-nearest-right-node-in-binary-tree/description
 奇偶树,1,"binary-tree, breadth-first-search, tree",https://leetcode.cn/problems/even-odd-tree/description
 检查两棵二叉表达式树是否等价,1,"binary-tree, counting, depth-first-search, hash-table, tree",https://leetcode.cn/problems/check-if-two-expression-trees-are-equivalent/description
 二叉树的最近公共祖先 II,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/lowest-common-ancestor-of-a-binary-tree-ii/description
 二叉树的最近公共祖先 III,1,"binary-tree, hash-table, tree, two-pointers",https://leetcode.cn/problems/lowest-common-ancestor-of-a-binary-tree-iii/description
 纠正二叉树,1,"binary-tree, breadth-first-search, depth-first-search, hash-table, tree",https://leetcode.cn/problems/correct-a-binary-tree/description
 改变二叉树的根节点,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/change-the-root-of-a-binary-tree/description
 二叉树的最近公共祖先 IV,1,"binary-tree, depth-first-search, hash-table, tree",https://leetcode.cn/problems/lowest-common-ancestor-of-a-binary-tree-iv/description
 找到二叉树中的距离,1,"binary-tree, breadth-first-search, depth-first-search, hash-table, tree",https://leetcode.cn/problems/find-distance-in-a-binary-tree/description
 值等于子节点值之和的节点数量,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/count-nodes-equal-to-sum-of-descendants/description
 斐波那契树的移除子树游戏,2,"binary-tree, dynamic-programming, game-theory, math, tree",https://leetcode.cn/problems/subtree-removal-game-with-fibonacci-tree/description
 从二叉树一个节点到另一个节点每一步的方向,1,"binary-tree, depth-first-search, string, tree",https://leetcode.cn/problems/step-by-step-directions-from-a-binary-tree-node-to-another/description
 判断根结点是否等于子结点之和,0,"binary-tree, tree",https://leetcode.cn/problems/root-equals-sum-of-children/description
 统计值等于子树平均值的节点数,1,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/count-nodes-equal-to-average-of-subtree/description
 二叉树中得到结果所需的最少翻转次数,2,"binary-tree, depth-first-search, dynamic-programming, tree",https://leetcode.cn/problems/minimum-flips-in-binary-tree-to-get-result/description
 计算布尔二叉树的值,0,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/evaluate-boolean-binary-tree/description
 感染二叉树需要的总时间,1,"binary-tree, breadth-first-search, depth-first-search, hash-table, tree",https://leetcode.cn/problems/amount-of-time-for-binary-tree-to-be-infected/description
 反转二叉树的奇数层,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/reverse-odd-levels-of-binary-tree/description
 值为 1 的节点数,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/number-of-nodes-with-value-one/description
 逐层排序二叉树所需的最少操作数目,1,"binary-tree, breadth-first-search, tree",https://leetcode.cn/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level/description
 二叉树中的第 K 大层和,1,"binary-tree, breadth-first-search, sorting, tree",https://leetcode.cn/problems/kth-largest-sum-in-a-binary-tree/description
 二叉树的堂兄弟节点 II,1,"binary-tree, breadth-first-search, depth-first-search, hash-table, tree",https://leetcode.cn/problems/cousins-in-binary-tree-ii/description
 从 Rope 树中提取第 K 个字符,0,"binary-tree, depth-first-search, tree",https://leetcode.cn/problems/extract-kth-character-from-the-rope-tree/description
 数组是否表示某二叉树的前序遍历,1,"binary-tree, depth-first-search, stack, tree",https://leetcode.cn/problems/is-array-a-preorder-of-some-binary-tree/description
 特殊二叉树的高度,1,"binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/height-of-special-binary-tree/description
 计算足够大的节点数,2,"binary-tree, depth-first-search, divide-and-conquer, tree",https://leetcode.cn/problems/count-nodes-that-are-great-enough/description
